5.08002 80
5.16123 80.125
5.24042 90.1094
5.24616 89.2207
5.25038 88.3181
5.2546 87.5284
5.25881 86.8373
5.26303 86.3576
5.26725 85.9379
5.27147 85.4457
5.27568 85.015
5.32062 89.7631
5.32491 88.7927
5.32899 87.9436
5.3327 87.2007
5.33623 86.5506
5.33947 85.9818
5.34247 85.484
5.34536 85.0485
5.34814 84.6675
5.35075 84.209
5.35327 83.9329
5.35571 83.5663
5.35808 83.3705
5.36038 83.0742
5.36268 82.8149
5.36498 82.5881
5.36727 82.5145
5.36957 82.3252
5.40082 85.7846
5.40312 85.3115
5.40542 84.7726
5.40759 84.301
5.40975 83.8884
5.4118 83.5273
5.41384 83.2114
5.41578 82.935
5.41767 82.6931
5.41951 82.4815
5.42131 82.2963
5.42306 82.2592
5.42474 82.1018
5.42638 81.9641
5.42799 81.8436
5.42956 81.7381
5.4311 81.6459
5.43257 81.5651
5.43405 81.4945
5.43547 81.4327
5.43687 81.3786
5.43824 81.3313
5.43959 81.2899
5.44091 81.1286
5.44219 81.1126
5.44347 81.0985
5.4447 81.0862
5.44592 80.9504
5.44712 80.9566
5.4483 80.962
5.44946 80.9668
5.4506 80.9709
5.45173 80.9746
5.45286 80.8527
5.45399 80.7461
5.45511 80.7779
5.48102 83.9306
5.48216 83.5643
5.48332 83.2438
5.48443 82.9633
5.48562 82.7179
5.48669 82.5031
5.48779 82.1903
5.48883 81.9165
5.48995 81.6769
5.49096 81.4673
5.492 81.2839
5.49298 81.1234
5.49404 81.108
5.495 80.9695
5.49598 80.8483
5.49691 80.7423
5.49787 80.6495
5.49878 80.5683
5.49971 80.4973
5.5006 80.5601
5.50151 80.6151
5.50237 80.6632
5.50326 80.7053
5.50411 80.7421
5.50496 80.6494
5.50579 80.5682
5.50662 80.4972
5.50743 80.56
5.50824 80.615
5.50904 80.6631
5.50983 80.5803
5.51061 80.5077
5.51139 80.5693
5.51215 80.6231
5.51291 80.5452
5.51366 80.4771
5.51441 80.5424
5.51514 80.5996
5.51588 80.5247
5.5166 80.4591
5.51732 80.5267
5.51803 80.5859
5.51873 80.5126
5.51943 80.5735
5.52012 80.6269
5.52081 80.5485
5.52148 80.6049
5.52216 80.6543
5.52282 80.5725
5.52348 80.626
5.52413 80.6727
5.52478 80.5886
5.52543 80.64
5.52606 80.685
5.5267 80.5994
5.52733 80.6495
5.52794 80.5683
5.52856 80.4973
5.52917 80.5601
5.52978 80.4901
5.53038 80.5538
5.53098 80.4846
5.53157 80.424
5.53216 80.496
5.53274 80.434
5.53333 80.5048
5.5339 80.4417
5.53447 80.5115
5.53503 80.5725
5.53559 80.501
5.53615 80.5633
5.53671 80.4929
5.56122 83.5563
5.56179 83.1118
5.56236 82.8478
5.56292 82.4918
5.56352 82.1803
5.56407 82.0328
5.56462 81.7787
5.56517 81.6814
5.56582 81.4712
5.56635 81.4123
5.56689 81.2358
5.56742 81.2063
5.56798 81.0555
5.5685 80.9236
5.56903 80.9331
5.56953 80.8165
5.57015 80.8394
5.57065 80.7345
5.57116 80.7677
5.57165 80.6717
5.5722 80.7128
5.57268 80.6237
5.57318 80.6707
5.57366 80.5869
5.57424 80.6385
5.57471 80.5587
5.5752 80.6139
5.57566 80.5371
5.57618 80.595
5.57664 80.5206
5.57711 80.5805
5.57757 80.508
5.57807 80.5695
5.57852 80.4983
5.57898 80.436
5.57942 80.5065
5.57991 80.4432
5.58035 80.5128
5.5808 80.4487
5.58123 80.5176
5.58171 80.4529
5.58214 80.5213
5.58257 80.4561
5.583 80.5241
5.58346 80.4586
5.58388 80.4013
5.58431 80.4761
5.58473 80.4166
5.58516 80.4895
5.58557 80.4283
5.58599 80.3748
5.5864 80.4529
5.58682 80.3963
5.58722 80.4718
5.58763 80.4128
5.58803 80.4862
5.58844 80.4254
5.58884 80.3723
5.58923 80.4507
5.58963 80.3944
5.59003 80.4701
5.59042 80.4113
5.59081 80.3599
5.59119 80.4399
5.59159 80.3849
5.59197 80.3368
5.59235 80.4197
5.59273 80.3672
5.59311 80.4463
5.59349 80.3905
5.59386 80.3417
5.59423 80.424
5.59461 80.371
5.59498 80.3246
5.59534 80.4091
5.59571 80.3579
5.59608 80.4382
5.59644 80.3834
5.5968 80.3355
5.59716 80.4185
5.59752 80.3662
5.59787 80.3204
5.59823 80.4054
5.59858 80.3547
5.59893 80.3104
5.59928 80.3966
5.59963 80.347
5.59998 80.3036
5.60032 80.3907
5.60067 80.3418
5.60101 80.4241
5.60135 80.4961
5.60169 80.4341
5.60203 80.5048
5.60236 80.5667
5.6027 80.4959
5.60303 80.5589
5.60337 80.489
5.6037 80.4279
5.60403 80.4994
5.60435 80.562
5.60468 80.4917
5.60501 80.5553
5.60533 80.6109
5.60566 80.5345
5.60598 80.4677
5.6063 80.5342
5.60662 80.4674
5.60694 80.409
5.60725 80.4829
5.60757 80.4225
5.60788 80.3697
5.6082 80.4485
5.60851 80.3924
5.60882 80.3434
5.60913 80.4255
5.60943 80.3723
5.60974 80.3257
5.61005 80.41
5.61035 80.4838
5.61065 80.4233
5.61096 80.3704
5.61126 80.4491
5.61156 80.3929
5.61186 80.3438
5.61215 80.4259
5.61245 80.3726
5.61274 80.326
5.61304 80.4103
5.61333 80.484
5.61362 80.4235
5.61392 80.3706
5.61421 80.4492
5.61449 80.3931
5.61478 80.3439
5.61507 80.426
5.61536 80.3727
5.61564 80.3261
5.61593 80.2854
5.61621 80.3747
5.61649 80.3278
5.61677 80.2869
5.61705 80.376
5.61733 80.454
5.64141 83.3973
